date,TCI,TCI_lead1,HSS_t1_q75,split_flag
2023-07-20,16.808630593432326,16.800174884251348,0,train
2023-07-21,16.800174884251348,16.79053703749062,0,train
2023-07-24,16.79053703749062,16.790600613335492,0,train
2023-07-25,16.790600613335492,16.77659104275584,0,train
2023-07-26,16.77659104275584,16.775928846025355,0,train
2023-07-27,16.775928846025355,16.768876098356454,0,train
2023-07-28,16.768876098356454,16.7653747202735,0,train
2023-07-31,16.7653747202735,16.77546939455472,0,train
2023-08-01,16.77546939455472,16.825667979133353,0,train
2023-08-02,16.825667979133353,16.804250560995918,0,train
2023-08-03,16.804250560995918,16.790176418620316,0,train
2023-08-04,16.790176418620316,16.77846149706864,0,train
2023-08-07,16.77846149706864,16.767514347277533,0,train
2023-08-08,16.767514347277533,16.748471604472023,0,train
2023-08-09,16.748471604472023,16.747637096253953,0,train
2023-08-10,16.747637096253953,16.733587712397068,0,train
2023-08-11,16.733587712397068,16.731294056927602,0,train
2023-08-14,16.731294056927602,16.68875241542427,0,train
2023-08-15,16.68875241542427,16.726011934212025,0,train
2023-08-16,16.726011934212025,16.71506218223199,0,train
2023-08-17,16.71506218223199,16.69926595082636,0,train
2023-08-18,16.69926595082636,16.657913435018123,0,train
2023-08-21,16.657913435018123,16.615751613411188,0,train
2023-08-23,16.615751613411188,16.6187624510027,0,train
2023-08-24,16.6187624510027,16.62285945613956,0,train
2023-08-25,16.62285945613956,16.608350862033973,0,train
2023-08-28,16.608350862033973,16.604827424429157,0,train
2023-08-29,16.604827424429157,16.513745508136143,0,train
2023-08-30,16.513745508136143,16.504021768149137,0,train
2023-08-31,16.504021768149137,16.50208272347364,0,train
2023-09-01,16.50208272347364,16.47953411059381,0,train
2023-09-05,16.47953411059381,16.473404299799952,0,train
2023-09-06,16.473404299799952,16.47368357787542,0,train
2023-09-07,16.47368357787542,16.47007366856682,0,train
2023-09-08,16.47007366856682,16.462815395053468,0,train
2023-09-11,16.462815395053468,16.447133467523724,0,train
2023-09-12,16.447133467523724,16.434293886466644,0,train
2023-09-13,16.434293886466644,16.445408807431818,0,train
2023-09-14,16.445408807431818,16.452135521254515,0,train
2023-09-15,16.452135521254515,16.44469591553491,0,train
2023-09-18,16.44469591553491,16.43734624724759,0,train
2023-09-19,16.43734624724759,16.427784138436788,0,train
2023-09-20,16.427784138436788,16.4214743612766,0,train
2023-09-21,16.4214743612766,16.418466541689327,0,train
2023-09-22,16.418466541689327,16.41859466476756,0,train
2023-09-25,16.41859466476756,16.40396260598035,0,train
2023-09-26,16.40396260598035,16.38624113158422,0,train
2023-09-27,16.38624113158422,16.38250925416869,0,train
2023-09-28,16.38250925416869,16.379846486383443,0,train
2023-09-29,16.379846486383443,16.43533198097938,0,train
2023-10-02,16.43533198097938,16.428824352143444,0,train
2023-10-03,16.428824352143444,16.45956047782238,0,train
2023-10-04,16.45956047782238,16.471940213776946,0,train
2023-10-05,16.471940213776946,16.47091569138004,0,train
2023-10-06,16.47091569138004,16.460971956376223,0,train
2023-10-11,16.460971956376223,16.459065709527746,0,train
2023-10-12,16.459065709527746,16.421530264381357,0,train
2023-10-13,16.421530264381357,16.411944522748975,0,train
2023-10-16,16.411944522748975,16.408990921893686,0,train
2023-10-17,16.408990921893686,16.400054506906145,0,train
2023-10-18,16.400054506906145,16.382805226501137,0,train
2023-10-19,16.382805226501137,16.425905530677124,0,train
2023-10-20,16.425905530677124,16.40364278467885,0,train
2023-10-23,16.40364278467885,16.4116687710634,0,train
2023-10-24,16.4116687710634,16.415796802917434,0,train
2023-10-25,16.415796802917434,16.410061063867552,0,train
2023-10-26,16.410061063867552,16.34129785608128,0,train
2023-10-27,16.34129785608128,16.342643136996774,0,train
2023-10-30,16.342643136996774,16.314846845574436,0,train
2023-10-31,16.314846845574436,16.304966596758995,0,train
2023-11-01,16.304966596758995,16.305547131777885,0,train
2023-11-02,16.305547131777885,16.277895033778154,0,train
2023-11-03,16.277895033778154,16.26569396301609,0,train
2023-11-06,16.26569396301609,16.185493457729315,0,train
2023-11-07,16.185493457729315,16.166326738401228,0,train
2023-11-08,16.166326738401228,16.145088098210238,0,train
2023-11-09,16.145088098210238,16.181970748241127,0,train
2023-11-13,16.181970748241127,16.336469650980533,0,train
2023-11-14,16.336469650980533,16.306025283524775,0,train
2023-11-15,16.306025283524775,16.290237221472324,0,train
2023-11-16,16.290237221472324,16.2814858834766,0,train
2023-11-17,16.2814858834766,16.279358459433638,0,train
2023-11-20,16.279358459433638,16.267235204450582,0,train
2023-11-21,16.267235204450582,16.263631562269953,0,train
2023-11-22,16.263631562269953,16.20254217658954,0,train
2023-11-27,16.20254217658954,16.204866827741263,0,train
2023-11-28,16.204866827741263,16.21114783626402,0,train
2023-11-29,16.21114783626402,16.194841035962767,0,train
2023-11-30,16.194841035962767,16.166033937893186,0,train
2023-12-01,16.166033937893186,16.1533619092603,0,train
2023-12-04,16.1533619092603,16.153153521050697,0,train
2023-12-05,16.153153521050697,16.071331664397125,0,train
2023-12-06,16.071331664397125,16.059776742583498,0,train
2023-12-07,16.059776742583498,16.057205795196147,0,train
2023-12-08,16.057205795196147,16.047523374916913,0,train
2023-12-11,16.047523374916913,16.071528753529986,0,train
2023-12-12,16.071528753529986,16.102989612771136,0,train
2023-12-13,16.102989612771136,16.1806952747911,0,train
2023-12-14,16.1806952747911,16.14905554160884,0,train
2023-12-15,16.14905554160884,16.150424673330356,0,train
2023-12-18,16.150424673330356,16.142948686081972,0,train
2023-12-19,16.142948686081972,16.13399035002643,0,train
2023-12-20,16.13399035002643,16.13541988902766,0,train
2023-12-21,16.13541988902766,16.128991099246726,0,train
2023-12-22,16.128991099246726,16.136058489753236,0,train
2023-12-27,16.136058489753236,16.11168586232562,0,train
2023-12-28,16.11168586232562,16.10387727485265,0,train
2023-12-29,16.10387727485265,16.13867694519997,0,train
2024-01-02,16.13867694519997,16.10281307829231,0,train
2024-01-03,16.10281307829231,16.061287867704664,0,train
2024-01-04,16.061287867704664,16.05135199969624,0,train
2024-01-05,16.05135199969624,16.03836730294074,0,train
2024-01-08,16.03836730294074,16.043243543433196,0,train
2024-01-09,16.043243543433196,16.09263645951192,0,train
2024-01-10,16.09263645951192,16.050150344629223,0,train
2024-01-11,16.050150344629223,16.224336433549524,0,train
2024-01-12,16.224336433549524,16.27756780480314,0,train
2024-01-16,16.27756780480314,16.166131179373444,0,train
2024-01-17,16.166131179373444,16.264512778251692,0,train
2024-01-18,16.264512778251692,16.143113545548005,0,train
2024-01-19,16.143113545548005,16.139488088788223,0,train
2024-01-22,16.139488088788223,16.13139374799529,0,train
2024-01-23,16.13139374799529,16.13334050929147,0,train
2024-01-24,16.13334050929147,16.131045419844835,0,train
2024-01-25,16.131045419844835,16.13377665166492,0,train
2024-01-26,16.13377665166492,16.136526890988886,0,train
2024-01-29,16.136526890988886,16.14269237459524,0,train
2024-01-30,16.14269237459524,16.154624403066187,0,train
2024-01-31,16.154624403066187,16.157532554007435,0,train
2024-02-01,16.157532554007435,16.169304770275176,0,train
2024-02-02,16.169304770275176,16.16699395629957,0,train
2024-02-05,16.16699395629957,16.16864125077484,0,train
2024-02-06,16.16864125077484,16.148869087229908,0,train
2024-02-07,16.148869087229908,16.13079176901242,0,train
2024-02-08,16.13079176901242,16.11691180321143,0,train
2024-02-09,16.11691180321143,16.112933649172945,0,train
2024-02-12,16.112933649172945,16.137342588937955,0,train
2024-02-13,16.137342588937955,16.11808082314797,0,train
2024-02-14,16.11808082314797,16.13210910409618,0,train
2024-02-15,16.13210910409618,16.1293527967052,0,train
2024-02-16,16.1293527967052,16.132051219976915,0,train
2024-02-20,16.132051219976915,16.11274324002759,0,train
2024-02-21,16.11274324002759,16.071113923303834,0,train
2024-02-22,16.071113923303834,16.081731291026205,0,train
2024-02-23,16.081731291026205,16.07472467605211,0,train
2024-02-26,16.07472467605211,16.055758388212205,0,train
2024-02-27,16.055758388212205,16.04814771056201,0,train
2024-02-28,16.04814771056201,16.055759498883816,0,train
