"Date","Price","Open","High","Low","Vol.","Change %"
"09/13/2021","177.50","177.50","177.50","177.50","0.01K","-0.06%"
"09/14/2021","177.45","177.45","177.45","177.45","","-0.03%"
"09/15/2021","177.50","177.50","177.50","177.50","","0.03%"
"09/16/2021","176.00","176.00","176.00","176.00","","-0.85%"
"09/17/2021","177.50","177.50","177.50","177.50","","0.85%"
"09/20/2021","177.50","177.50","177.50","177.50","","0.00%"
"09/21/2021","179.50","179.50","179.50","179.50","","1.13%"
"09/22/2021","180.50","180.00","180.00","180.00","0.00K","0.56%"
"09/23/2021","185.90","185.90","185.90","185.90","","2.99%"
"09/24/2021","181.50","181.00","181.00","181.00","0.01K","-2.37%"
"09/27/2021","204.75","204.75","204.75","204.75","0.06K","12.81%"
"09/28/2021","207.70","210.00","210.00","210.00","0.07K","1.44%"
"09/29/2021","210.50","212.00","212.50","211.00","0.08K","1.35%"
"09/30/2021","218.00","218.00","218.00","218.00","0.04K","3.56%"
"10/01/2021","228.00","228.00","228.00","228.00","0.01K","4.59%"
"10/04/2021","240.00","228.00","240.00","228.00","0.01K","5.26%"
"10/05/2021","269.50","269.50","269.50","269.50","0.04K","12.29%"
"10/06/2021","242.00","242.00","242.00","242.00","0.07K","-10.20%"
"10/07/2021","231.90","230.00","235.00","230.00","0.13K","-4.17%"
"10/08/2021","238.60","242.50","242.75","235.00","0.07K","2.89%"
"10/11/2021","244.50","240.00","247.00","240.00","0.03K","2.47%"
"10/12/2021","242.35","242.35","242.35","242.35","","-0.88%"
"10/13/2021","243.35","247.00","247.00","243.00","0.01K","0.41%"
"10/14/2021","245.00","245.00","245.00","245.00","","0.68%"
"10/15/2021","240.00","243.00","243.00","238.00","0.11K","-2.04%"
"10/18/2021","239.35","240.00","240.00","238.00","0.00K","-0.27%"
"10/19/2021","229.90","229.90","229.90","229.90","","-3.95%"
"10/20/2021","231.50","232.00","232.00","232.00","0.01K","0.70%"
"10/21/2021","228.50","228.50","228.50","228.50","","-1.30%"
"10/22/2021","230.00","230.00","230.00","230.00","0.01K","0.66%"
"10/25/2021","226.00","226.00","226.00","226.00","","-1.74%"
"10/26/2021","223.35","223.35","223.35","223.35","","-1.17%"
"10/27/2021","223.35","223.35","223.35","223.35","","0.00%"
"10/28/2021","223.70","223.70","223.70","223.70","","0.16%"
"10/29/2021","223.45","223.45","223.45","223.45","","-0.11%"
"11/01/2021","145.00","155.00","155.00","150.00","0.01K","-35.11%"
"11/02/2021","140.90","142.50","142.50","139.00","0.05K","-2.83%"
"11/03/2021","157.50","145.00","157.30","145.00","0.24K","11.78%"
"11/04/2021","154.25","160.05","161.35","154.75","0.06K","-2.06%"
"11/05/2021","155.40","155.40","155.40","155.40","0.02K","0.75%"
"11/08/2021","163.00","161.00","163.00","161.00","0.08K","4.89%"
"11/09/2021","160.65","170.00","170.00","162.00","0.07K","-1.44%"
"11/10/2021","152.30","158.50","158.50","158.50","0.03K","-5.20%"
"11/11/2021","151.50","152.00","156.00","151.00","0.06K","-0.53%"
"11/12/2021","150.00","153.00","153.00","153.00","0.03K","-0.99%"
"11/15/2021","149.35","149.35","149.35","149.35","","-0.43%"
"11/16/2021","150.40","150.40","150.40","150.40","","0.70%"
"11/17/2021","150.15","150.15","150.15","150.15","","-0.17%"
"11/18/2021","152.50","152.50","152.50","152.50","","1.57%"
"11/19/2021","152.50","152.50","152.50","152.50","","0.00%"
"11/22/2021","154.00","154.00","154.00","154.00","","0.98%"
"11/23/2021","157.00","157.00","157.00","157.00","","1.95%"
"11/24/2021","159.00","160.00","160.00","160.00","0.00K","1.27%"
"11/25/2021","158.00","158.00","158.00","158.00","","-0.63%"
"11/26/2021","157.50","157.50","157.50","157.50","","-0.32%"
"11/29/2021","159.30","164.50","164.50","157.50","0.03K","1.14%"
"11/30/2021","152.00","158.60","158.60","152.00","0.12K","-4.58%"
"12/01/2021","157.45","157.00","157.00","157.00","0.05K","3.59%"
"12/02/2021","158.50","156.05","156.05","155.00","0.06K","0.67%"
"12/03/2021","155.25","156.00","157.00","155.25","0.12K","-2.05%"
"12/06/2021","151.25","151.25","151.25","151.25","0.01K","-2.58%"
"12/07/2021","154.10","154.10","154.10","154.10","0.03K","1.88%"
"12/08/2021","158.70","159.00","159.00","159.00","0.13K","2.99%"
"12/09/2021","160.10","165.00","165.00","161.00","0.00K","0.88%"
"12/10/2021","163.75","161.00","163.25","161.00","0.01K","2.28%"
"12/13/2021","164.25","164.25","164.25","164.25","","0.31%"
"12/14/2021","164.75","164.75","164.75","164.75","","0.30%"
"12/15/2021","164.75","164.75","164.75","164.75","","0.00%"
"12/16/2021","168.50","168.50","168.50","168.50","","2.28%"
"12/17/2021","168.00","168.00","168.00","168.00","","-0.30%"
"12/20/2021","168.15","168.15","168.15","168.15","","0.09%"
"12/21/2021","169.00","169.00","169.00","169.00","","0.51%"
"12/22/2021","169.50","169.50","169.50","169.50","","0.30%"
"12/23/2021","169.40","169.40","169.40","169.40","","-0.06%"
"12/24/2021","168.90","168.90","168.90","168.90","","-0.30%"
"12/27/2021","170.10","170.10","170.10","170.10","","0.71%"
"12/28/2021","171.00","171.00","171.00","171.00","","0.53%"
"12/29/2021","171.10","171.10","171.10","171.10","","0.06%"
