"Date","Price","Open","High","Low","Vol.","Change %"
"11/08/2022","339.00","340.00","340.00","338.50","0.04K","-1.71%"
"11/09/2022","324.75","329.00","330.00","329.00","0.05K","-4.20%"
"11/10/2022","324.25","325.00","325.00","325.00","0.03K","-0.15%"
"11/11/2022","326.80","326.80","326.80","326.80","0.01K","0.79%"
"11/14/2022","330.35","330.35","330.35","330.35","","1.09%"
"11/15/2022","341.00","341.00","341.00","341.00","0.01K","3.22%"
"11/16/2022","332.55","332.55","332.55","332.55","0.02K","-2.48%"
"11/17/2022","334.60","334.60","334.60","334.60","0.02K","0.62%"
"11/18/2022","343.45","343.45","343.45","343.45","0.01K","2.64%"
"11/21/2022","351.00","351.00","351.00","351.00","","2.20%"
"11/22/2022","347.15","347.15","347.15","347.15","","-1.10%"
"11/23/2022","346.45","346.45","346.45","346.45","","-0.20%"
"11/24/2022","347.35","347.75","347.75","347.75","0.01K","0.26%"
"11/25/2022","349.40","362.00","362.00","362.00","","0.59%"
"11/28/2022","379.00","380.00","380.00","380.00","0.01K","8.47%"
"11/29/2022","387.40","390.00","390.00","390.00","0.03K","2.22%"
"11/30/2022","398.50","397.00","397.00","397.00","0.06K","2.87%"
"12/01/2022","385.00","385.00","385.00","385.00","0.01K","-3.39%"
"12/02/2022","391.00","391.00","391.00","391.00","","1.56%"
"12/05/2022","400.50","405.00","405.00","400.00","0.01K","2.43%"
"12/06/2022","408.80","408.80","408.80","408.80","0.01K","2.07%"
"12/07/2022","405.65","405.00","405.00","405.00","0.01K","-0.77%"
"12/08/2022","395.50","395.50","395.50","395.50","0.01K","-2.50%"
"12/09/2022","402.50","405.00","405.00","400.00","0.03K","1.77%"
"12/12/2022","400.25","401.00","401.00","401.00","0.00K","-0.56%"
"12/13/2022","404.50","405.00","405.00","405.00","0.02K","1.06%"
"12/14/2022","404.00","404.00","404.00","404.00","0.04K","-0.12%"
"12/15/2022","401.90","403.00","403.00","403.00","0.01K","-0.52%"
"12/16/2022","403.00","405.00","405.00","405.00","0.10K","0.27%"
"12/19/2022","401.35","401.35","401.35","401.35","","-0.41%"
"12/20/2022","400.05","400.05","400.05","400.05","","-0.32%"
"12/21/2022","401.40","401.40","401.40","401.40","0.01K","0.34%"
"12/22/2022","400.65","400.65","400.65","400.65","","-0.19%"
"12/23/2022","401.10","401.10","401.10","401.10","","0.11%"
"12/27/2022","400.50","400.50","400.50","400.50","","-0.15%"
"12/28/2022","402.10","402.50","402.50","402.50","0.00K","0.40%"
"12/29/2022","404.15","404.15","404.15","404.15","","0.51%"
"12/30/2022","404.15","390.00","390.00","390.00","","0.00%"
"01/03/2023","393.10","396.00","396.00","392.00","0.14K","-2.73%"
"01/04/2023","394.55","390.00","395.00","390.00","0.03K","0.37%"
"01/05/2023","397.50","395.00","399.00","395.00","0.09K","0.75%"
"01/06/2023","396.15","400.00","400.00","400.00","0.03K","-0.34%"
"01/09/2023","393.85","397.00","397.00","395.00","0.13K","-0.58%"
"01/10/2023","390.45","395.00","395.00","393.00","0.05K","-0.86%"
"01/11/2023","370.00","385.00","385.00","380.00","0.12K","-5.24%"
"01/12/2023","377.50","377.00","377.00","377.00","0.16K","2.03%"
"01/13/2023","370.25","370.25","370.25","370.25","0.03K","-1.92%"
"01/16/2023","368.75","370.00","370.00","370.00","0.06K","-0.41%"
"01/17/2023","369.25","369.25","369.25","369.25","0.00K","0.14%"
"01/18/2023","368.00","368.00","368.00","368.00","","-0.34%"
"01/19/2023","363.50","363.50","363.50","363.50","0.00K","-1.22%"
"01/20/2023","350.95","350.95","350.95","350.95","","-3.45%"
"01/23/2023","360.00","360.00","360.00","360.00","0.00K","2.58%"
"01/24/2023","359.60","359.60","359.60","359.60","0.02K","-0.11%"
"01/25/2023","354.00","354.00","354.00","354.00","0.01K","-1.56%"
"01/26/2023","355.60","355.60","355.60","355.60","","0.45%"
"01/27/2023","358.10","265.00","265.00","265.00","","0.70%"
"01/30/2023","265.35","266.00","266.00","262.00","0.01K","-25.90%"
"01/31/2023","251.75","262.00","262.00","262.00","0.03K","-5.13%"
"02/01/2023","247.00","247.00","247.00","247.00","0.03K","-1.89%"
"02/02/2023","244.65","245.00","245.00","245.00","0.01K","-0.95%"
"02/03/2023","236.00","236.00","236.00","236.00","0.01K","-3.54%"
"02/06/2023","252.00","235.00","235.00","235.00","0.01K","6.78%"
"02/07/2023","255.65","257.00","265.00","254.00","0.04K","1.45%"
"02/08/2023","239.35","239.35","239.35","239.35","","-6.38%"
"02/09/2023","225.50","238.00","238.00","225.00","0.03K","-5.79%"
"02/10/2023","226.10","219.00","219.00","218.00","0.03K","0.27%"
"02/13/2023","221.00","221.00","221.00","221.00","","-2.26%"
"02/14/2023","219.50","219.50","219.50","219.50","0.01K","-0.68%"
"02/15/2023","219.90","219.90","219.90","219.90","0.01K","0.18%"
"02/16/2023","214.00","214.00","214.00","214.00","0.03K","-2.68%"
"02/17/2023","209.35","209.35","209.35","209.35","","-2.17%"
"02/20/2023","205.65","205.65","205.65","205.65","","-1.77%"
"02/21/2023","208.50","209.00","209.00","209.00","0.03K","1.39%"
"02/22/2023","209.65","209.65","209.65","209.65","0.00K","0.55%"
"02/23/2023","210.10","210.10","210.10","210.10","","0.21%"
"02/24/2023","209.20","204.50","204.50","204.50","","-0.43%"
"02/27/2023","196.50","195.00","197.00","195.00","0.07K","-6.07%"
"02/28/2023","192.85","192.85","192.85","192.85","0.07K","-1.86%"
"03/01/2023","193.50","192.00","192.00","192.00","0.08K","0.34%"
"03/02/2023","193.00","193.00","193.00","193.00","0.04K","-0.26%"
"03/03/2023","188.90","187.15","187.15","187.15","0.00K","-2.12%"
"03/06/2023","181.75","182.00","182.00","182.00","0.00K","-3.79%"
"03/07/2023","179.25","181.00","181.00","180.00","0.00K","-1.38%"
"03/08/2023","179.50","182.00","182.00","182.00","0.00K","0.14%"
"03/09/2023","180.00","180.00","180.00","180.00","","0.28%"
"03/10/2023","185.25","185.25","185.25","185.25","","2.92%"
"03/13/2023","182.90","182.90","182.90","182.90","0.01K","-1.27%"
"03/14/2023","180.00","180.00","180.00","180.00","0.01K","-1.59%"
"03/15/2023","175.00","175.00","178.50","175.00","0.01K","-2.78%"
"03/16/2023","174.00","174.00","174.00","174.00","0.01K","-0.57%"
"03/17/2023","173.00","173.00","173.00","173.00","0.00K","-0.57%"
"03/20/2023","172.25","173.00","173.00","173.00","0.01K","-0.43%"
"03/21/2023","174.00","174.00","174.00","174.00","","1.02%"
"03/22/2023","176.55","176.55","176.55","176.55","","1.47%"
"03/23/2023","176.65","176.65","176.65","176.65","","0.06%"
"03/24/2023","175.35","175.35","175.35","175.35","","-0.74%"
"03/27/2023","176.25","176.25","176.25","176.25","","0.51%"
"03/28/2023","176.50","176.50","176.50","176.50","","0.14%"
"03/29/2023","176.60","176.60","176.60","176.60","","0.06%"
"03/30/2023","176.75","176.75","176.75","176.75","","0.08%"
"03/31/2023","177.25","177.25","177.25","177.25","","0.28%"
"04/03/2023","200.00","197.00","198.00","197.00","0.01K","12.83%"
"04/04/2023","192.65","192.65","192.65","192.65","0.02K","-3.68%"
"04/05/2023","198.00","198.00","198.00","198.00","0.03K","2.78%"
"04/06/2023","193.75","193.75","193.75","193.75","","-2.15%"
"04/10/2023","193.75","193.75","193.75","193.75","","0.00%"
"04/11/2023","194.15","194.15","194.15","194.15","0.01K","0.21%"
"04/12/2023","194.60","194.60","194.60","194.60","0.01K","0.23%"
"04/13/2023","190.75","190.75","190.75","190.75","","-1.98%"
"04/14/2023","188.00","188.00","188.00","188.00","0.02K","-1.44%"
"04/17/2023","187.00","187.00","187.00","187.00","0.00K","-0.53%"
"04/18/2023","188.30","188.30","188.30","188.30","","0.70%"
"04/19/2023","192.50","192.50","192.50","192.50","0.00K","2.23%"
"04/20/2023","191.75","191.75","191.75","191.75","0.00K","-0.39%"
"04/21/2023","190.35","190.35","190.35","190.35","","-0.73%"
"04/24/2023","190.00","190.00","190.00","190.00","","-0.18%"
"04/25/2023","189.05","189.05","189.05","189.05","","-0.50%"
"04/26/2023","190.15","190.15","190.15","190.15","","0.58%"
"04/27/2023","189.95","189.95","189.95","189.95","","-0.11%"
"04/28/2023","189.70","189.70","189.70","189.70","","-0.13%"
"05/01/2023","185.15","185.15","185.15","185.15","","-2.40%"
"05/02/2023","187.55","187.55","187.55","187.55","","1.30%"
"05/03/2023","180.60","180.60","180.60","180.60","0.01K","-3.71%"
"05/04/2023","170.65","178.20","178.20","178.20","0.06K","-5.51%"
"05/05/2023","169.65","169.65","169.65","169.65","0.01K","-0.59%"
"05/08/2023","169.65","169.65","169.65","169.65","","0.00%"
"05/09/2023","169.00","169.00","169.00","169.00","","-0.38%"
"05/10/2023","166.95","166.95","166.95","166.95","0.01K","-1.21%"
"05/11/2023","163.00","163.00","163.00","163.00","0.01K","-2.37%"
"05/12/2023","164.90","166.50","166.50","166.50","0.09K","1.17%"
"05/15/2023","163.75","163.75","163.75","163.75","0.02K","-0.70%"
"05/16/2023","163.80","163.80","163.80","163.80","0.01K","0.03%"
"05/17/2023","165.25","165.25","165.25","165.25","0.01K","0.89%"
"05/18/2023","159.35","159.35","159.35","159.35","0.03K","-3.57%"
"05/19/2023","162.25","162.25","162.25","162.25","","1.82%"
"05/22/2023","160.35","160.35","160.35","160.35","","-1.17%"
"05/23/2023","160.00","160.00","160.00","160.00","","-0.22%"
"05/24/2023","160.25","160.25","160.25","160.25","0.00K","0.16%"
"05/25/2023","160.00","160.00","160.00","160.00","","-0.16%"
"05/26/2023","160.00","160.00","160.00","160.00","","0.00%"
"05/29/2023","140.65","140.65","140.65","140.65","","-12.09%"
"05/30/2023","135.10","135.10","135.10","135.10","","-3.95%"
"05/31/2023","135.00","138.00","138.00","138.00","0.01K","-0.07%"
"06/01/2023","130.15","130.15","130.15","130.15","0.01K","-3.59%"
"06/02/2023","131.00","131.00","131.00","131.00","0.02K","0.65%"
"06/05/2023","137.75","137.75","137.75","137.75","","5.15%"
"06/06/2023","134.45","134.45","134.45","134.45","0.04K","-2.40%"
"06/07/2023","136.00","136.00","136.00","136.00","","1.15%"
"06/08/2023","136.25","136.25","136.25","136.25","","0.18%"
"06/09/2023","135.70","135.70","135.70","135.70","0.01K","-0.40%"
"06/12/2023","134.00","134.00","134.00","134.00","","-1.25%"
"06/13/2023","132.25","132.25","132.25","132.25","0.05K","-1.31%"
"06/14/2023","132.00","132.00","132.00","132.00","","-0.19%"
"06/15/2023","135.95","135.95","135.95","135.95","","2.99%"
"06/16/2023","128.45","128.45","128.45","128.45","0.03K","-5.52%"
"06/19/2023","128.35","128.35","128.35","128.35","","-0.08%"
"06/20/2023","126.55","126.55","126.55","126.55","0.02K","-1.40%"
"06/21/2023","124.15","124.15","124.15","124.15","0.01K","-1.90%"
"06/22/2023","125.75","125.75","125.75","125.75","","1.29%"
"06/23/2023","125.50","125.50","125.50","125.50","","-0.20%"
"06/26/2023","125.50","125.50","125.50","125.50","","0.00%"
"06/27/2023","127.90","127.90","127.90","127.90","","1.91%"
"06/28/2023","127.90","127.90","127.90","127.90","","0.00%"
"06/29/2023","127.90","127.90","127.90","127.90","","0.00%"
"06/30/2023","128.05","128.05","128.05","128.05","","0.12%"
"07/03/2023","148.05","145.00","145.00","145.00","0.02K","15.62%"
"07/04/2023","143.15","142.50","142.50","142.50","0.15K","-3.31%"
"07/05/2023","144.80","144.80","144.80","144.80","0.03K","1.15%"
"07/06/2023","139.65","140.00","140.00","140.00","0.02K","-3.56%"
"07/07/2023","138.00","138.00","138.00","138.00","","-1.18%"
"07/10/2023","133.70","133.70","133.70","133.70","","-3.12%"
"07/11/2023","131.00","131.00","131.00","131.00","0.01K","-2.02%"
"07/12/2023","129.05","129.05","129.05","129.05","","-1.49%"
"07/13/2023","128.00","128.00","128.00","128.00","0.02K","-0.81%"
"07/14/2023","131.65","131.65","131.65","131.65","0.03K","2.85%"
"07/17/2023","131.10","131.10","131.10","131.10","0.01K","-0.42%"
"07/18/2023","134.35","134.35","134.35","134.35","0.01K","2.48%"
"07/19/2023","132.00","131.00","131.00","131.00","0.02K","-1.75%"
"07/20/2023","132.00","132.00","132.00","132.00","","0.00%"
"07/21/2023","133.00","133.00","133.00","133.00","","0.76%"
"07/24/2023","133.10","133.10","133.10","133.10","","0.08%"
"07/25/2023","134.00","134.00","134.00","134.00","","0.68%"
"07/26/2023","134.00","134.00","134.00","134.00","0.01K","0.00%"
"07/27/2023","134.00","134.00","134.00","134.00","","0.00%"
"07/28/2023","134.45","139.00","139.00","139.00","","0.34%"
"07/31/2023","137.30","137.30","137.30","137.30","0.02K","2.12%"
"08/01/2023","134.35","135.00","135.00","135.00","0.06K","-2.15%"
"08/02/2023","133.50","134.00","134.00","134.00","0.00K","-0.63%"
"08/03/2023","136.85","136.85","136.85","136.85","0.02K","2.51%"
"08/04/2023","137.00","136.00","136.00","136.00","0.01K","0.11%"
"08/07/2023","141.10","141.10","141.10","141.10","0.01K","2.99%"
"08/08/2023","142.50","142.50","142.50","142.50","0.05K","0.99%"
"08/09/2023","142.50","142.50","142.50","142.50","0.02K","0.00%"
"08/10/2023","143.00","143.00","143.00","143.00","","0.35%"
"08/11/2023","144.00","144.00","144.00","144.00","","0.70%"
"08/14/2023","146.50","146.50","146.50","146.50","","1.74%"
"08/15/2023","147.15","147.15","147.15","147.15","","0.44%"
"08/16/2023","147.50","147.50","147.50","147.50","","0.24%"
"08/17/2023","147.00","147.00","147.00","147.00","","-0.34%"
"08/18/2023","149.50","149.50","149.50","149.50","","1.70%"
"08/21/2023","149.25","149.25","149.25","149.25","","-0.17%"
"08/22/2023","150.00","150.00","150.00","150.00","","0.50%"
"08/23/2023","150.00","150.00","150.00","150.00","","0.00%"
"08/24/2023","149.00","149.00","149.00","149.00","0.00K","-0.67%"
"08/25/2023","149.40","149.40","149.40","149.40","","0.27%"
"08/28/2023","159.75","158.50","158.50","158.50","0.00K","6.93%"
"08/29/2023","159.50","158.50","158.50","158.50","0.09K","-0.16%"
"08/30/2023","156.00","156.00","156.00","156.00","0.08K","-2.19%"
"08/31/2023","156.00","156.00","156.00","156.00","0.03K","0.00%"
"09/01/2023","156.25","156.25","156.25","156.25","0.02K","0.16%"
"09/04/2023","156.55","156.55","156.55","156.55","","0.19%"
"09/05/2023","160.50","160.50","160.50","160.50","","2.52%"
"09/06/2023","160.00","160.00","160.00","160.00","","-0.31%"
"09/07/2023","157.65","157.65","157.65","157.65","","-1.47%"
"09/08/2023","156.25","156.25","156.25","156.25","","-0.89%"
"09/11/2023","158.00","158.00","158.00","158.00","","1.12%"
"09/12/2023","159.00","159.00","159.00","159.00","","0.63%"
"09/13/2023","162.25","162.25","162.25","162.25","","2.04%"
"09/14/2023","160.15","160.50","160.50","160.50","0.04K","-1.29%"
"09/15/2023","160.50","160.50","160.50","160.50","0.25K","0.22%"
"09/18/2023","160.75","160.75","160.75","160.75","","0.16%"
"09/19/2023","160.75","160.75","160.75","160.75","","0.00%"
"09/20/2023","160.75","160.75","160.75","160.75","","0.00%"
"09/21/2023","160.50","160.50","160.50","160.50","0.01K","-0.16%"
"09/22/2023","160.00","160.00","160.00","160.00","","-0.31%"
"09/25/2023","160.00","160.00","160.00","160.00","","0.00%"
"09/26/2023","160.35","160.35","160.35","160.35","","0.22%"
"09/27/2023","160.35","160.35","160.35","160.35","","0.00%"
"09/28/2023","159.75","159.75","159.75","159.75","","-0.37%"
"09/29/2023","160.10","157.00","157.00","157.00","","0.22%"
"10/02/2023","154.50","155.00","155.00","155.00","0.01K","-3.50%"
"10/03/2023","149.65","150.00","150.00","150.00","0.10K","-3.14%"
"10/04/2023","144.65","145.00","145.00","145.00","0.03K","-3.34%"
"10/05/2023","139.00","140.00","140.00","140.00","0.01K","-3.91%"
"10/06/2023","138.50","138.50","138.50","138.50","0.01K","-0.36%"
"10/09/2023","141.35","141.35","141.35","141.35","0.02K","2.06%"
"10/10/2023","141.90","141.90","141.90","141.90","0.04K","0.39%"
"10/11/2023","140.50","141.50","141.50","141.50","0.01K","-0.99%"
"10/12/2023","142.65","142.65","142.65","142.65","","1.53%"
"10/13/2023","143.85","143.85","143.85","143.85","0.02K","0.84%"
"10/16/2023","143.75","143.75","143.75","143.75","","-0.07%"
"10/17/2023","142.25","142.25","142.25","142.25","0.01K","-1.04%"
"10/18/2023","140.00","139.50","139.50","139.50","0.02K","-1.58%"
"10/19/2023","136.50","136.50","136.50","136.50","","-2.50%"
"10/20/2023","138.00","138.00","138.00","138.00","","1.10%"
"10/23/2023","138.35","138.35","138.35","138.35","0.01K","0.25%"
"10/24/2023","136.50","136.50","136.50","136.50","0.02K","-1.34%"
"10/25/2023","133.50","133.50","133.50","133.50","","-2.20%"
"10/26/2023","135.70","135.70","135.70","135.70","","1.65%"
"10/27/2023","135.20","135.20","135.20","135.20","","-0.37%"
"10/30/2023","131.00","131.00","131.00","131.00","0.02K","-3.11%"
"10/31/2023","121.10","123.50","123.50","123.50","0.06K","-7.56%"
"11/01/2023","119.65","117.45","117.45","117.45","0.00K","-1.20%"
"11/02/2023","120.00","118.00","118.00","118.00","0.09K","0.29%"
"11/03/2023","122.50","122.50","122.50","122.50","0.00K","2.08%"
"11/06/2023","119.00","119.00","119.00","119.00","0.18K","-2.86%"
"11/07/2023","120.10","120.10","120.10","120.10","0.06K","0.92%"
"11/08/2023","122.50","122.50","122.50","122.50","0.08K","2.00%"
"11/09/2023","123.00","123.00","123.00","122.50","0.03K","0.41%"
"11/10/2023","123.25","123.25","123.25","123.25","","0.20%"
"11/13/2023","122.00","122.00","122.00","122.00","","-1.01%"
"11/14/2023","122.50","122.50","122.50","122.50","","0.41%"
"11/15/2023","123.25","123.25","123.25","123.25","","0.61%"
"11/16/2023","123.10","123.10","123.10","123.10","","-0.12%"
"11/17/2023","123.25","123.25","123.25","123.25","","0.12%"
"11/20/2023","122.50","122.50","122.50","122.50","","-0.61%"
"11/21/2023","122.30","122.30","122.30","122.30","","-0.16%"
"11/22/2023","122.15","122.15","122.15","122.15","","-0.12%"
"11/23/2023","122.15","122.15","122.15","122.15","","0.00%"
"11/24/2023","122.00","128.00","128.00","128.00","","-0.12%"
"11/27/2023","127.50","128.00","128.00","128.00","0.02K","4.51%"
"11/28/2023","127.45","127.45","127.45","127.45","0.01K","-0.04%"
"11/29/2023","127.85","129.00","129.00","129.00","0.19K","0.31%"
"11/30/2023","132.15","132.15","132.15","132.15","0.21K","3.36%"
"12/01/2023","133.50","133.50","133.50","133.50","0.16K","1.02%"
"12/04/2023","134.45","135.00","135.00","135.00","0.02K","0.71%"
"12/05/2023","134.15","134.15","134.15","134.15","0.01K","-0.22%"
"12/06/2023","140.45","140.45","140.45","140.45","0.02K","4.70%"
"12/07/2023","148.75","148.75","148.75","148.75","0.01K","5.91%"
"12/08/2023","151.00","151.00","151.00","151.00","","1.51%"
"12/11/2023","152.50","152.50","152.50","152.50","0.01K","0.99%"
"12/12/2023","146.25","145.00","146.00","145.00","0.01K","-4.10%"
"12/13/2023","146.25","146.25","146.25","146.25","0.02K","0.00%"
"12/14/2023","145.50","145.50","145.50","145.50","","-0.51%"
"12/15/2023","145.25","145.25","145.25","145.25","","-0.17%"
"12/18/2023","144.75","144.75","144.75","144.75","","-0.34%"
"12/19/2023","145.25","145.25","145.25","145.25","","0.35%"
"12/20/2023","144.25","144.25","144.25","144.25","","-0.69%"
"12/21/2023","145.25","145.25","145.25","145.25","0.02K","0.69%"
"12/22/2023","145.50","145.50","145.50","145.50","","0.17%"
"12/26/2023","145.50","145.50","145.50","145.50","","0.00%"
"12/27/2023","146.00","146.00","146.00","146.00","","0.34%"
"12/28/2023","145.45","145.45","145.45","145.45","","-0.38%"
"12/29/2023","146.40","146.40","146.40","146.40","","0.65%"
"01/02/2024","127.75","132.00","132.00","131.90","0.04K","-12.74%"
"01/03/2024","128.50","128.50","128.50","128.50","0.08K","0.59%"
"01/04/2024","130.90","130.90","130.90","130.90","0.08K","1.87%"
"01/05/2024","131.55","131.55","131.55","131.55","0.01K","0.50%"
"01/08/2024","132.00","131.50","131.50","131.50","0.09K","0.34%"
"01/09/2024","135.65","134.50","134.50","134.00","0.05K","2.77%"
"01/10/2024","133.50","133.50","133.50","133.50","0.05K","-1.58%"
"01/11/2024","130.75","130.75","130.75","130.75","0.03K","-2.06%"
"01/12/2024","130.85","130.85","130.85","130.85","0.07K","0.08%"
"01/15/2024","129.85","129.85","129.85","129.85","0.01K","-0.76%"
"01/16/2024","129.50","129.00","129.00","129.00","0.00K","-0.27%"
"01/17/2024","129.50","129.50","129.50","129.50","0.01K","0.00%"
"01/18/2024","128.90","128.90","128.90","128.90","","-0.46%"
"01/19/2024","128.00","128.00","128.00","128.00","","-0.70%"
"01/22/2024","127.45","127.45","127.45","127.45","","-0.43%"
"01/23/2024","127.30","127.30","127.30","127.30","0.04K","-0.12%"
"01/24/2024","127.20","127.20","127.20","127.20","","-0.08%"
"01/25/2024","126.80","126.80","126.80","126.80","","-0.31%"
"01/26/2024","127.10","118.25","118.25","118.25","","0.24%"
"01/29/2024","116.40","116.00","116.00","116.00","0.03K","-8.42%"
"01/30/2024","119.55","118.00","118.00","118.00","0.04K","2.71%"
"01/31/2024","116.50","116.50","116.50","116.50","0.02K","-2.55%"
"02/01/2024","116.00","116.00","116.00","116.00","0.02K","-0.43%"
"02/02/2024","116.75","116.00","116.00","116.00","0.09K","0.65%"
"02/05/2024","119.00","119.00","119.00","119.00","","1.93%"
"02/06/2024","119.00","119.00","119.00","119.00","","0.00%"
"02/07/2024","120.50","120.50","120.50","120.50","0.02K","1.26%"
"02/08/2024","120.60","120.00","120.00","120.00","0.01K","0.08%"
"02/09/2024","120.60","120.60","120.60","120.60","","0.00%"
"02/12/2024","120.00","120.00","120.00","120.00","","-0.50%"
"02/13/2024","120.50","120.50","120.50","120.50","","0.42%"
"02/14/2024","119.75","119.75","119.75","119.75","","-0.62%"
"02/15/2024","119.25","119.25","119.25","119.25","","-0.42%"
"02/16/2024","119.25","119.25","119.25","119.25","","0.00%"
"02/19/2024","119.60","119.60","119.60","119.60","","0.29%"
"02/20/2024","119.60","119.60","119.60","119.60","","0.00%"
"02/21/2024","119.40","115.00","115.00","115.00","0.00K","-0.17%"
"02/22/2024","119.40","119.40","119.40","119.40","","0.00%"
"02/23/2024","119.40","119.40","119.40","119.40","","0.00%"
"02/26/2024","127.75","127.50","127.50","127.50","0.06K","6.99%"
"02/27/2024","129.20","130.50","130.50","129.00","0.08K","1.14%"
"02/28/2024","129.50","129.75","131.00","129.75","0.07K","0.23%"
"02/29/2024","131.00","131.00","131.00","131.00","0.02K","1.16%"
"03/01/2024","132.00","132.00","132.00","132.00","","0.76%"
"03/04/2024","136.00","136.00","136.00","136.00","0.02K","3.03%"
"03/05/2024","137.45","137.50","137.50","137.10","0.02K","1.07%"
"03/06/2024","136.75","136.75","136.75","136.75","0.03K","-0.51%"
"03/07/2024","135.50","135.50","135.50","135.50","0.02K","-0.91%"
"03/08/2024","134.40","134.40","134.40","134.40","","-0.81%"
"03/11/2024","133.00","134.00","134.00","132.75","0.01K","-1.04%"
"03/12/2024","130.65","130.65","130.65","130.65","","-1.77%"
"03/13/2024","131.10","131.10","131.10","131.10","","0.34%"
"03/14/2024","131.50","131.50","131.50","131.50","0.01K","0.31%"
"03/15/2024","131.00","131.00","131.00","131.00","0.04K","-0.38%"
"03/18/2024","129.75","129.75","129.75","129.75","0.03K","-0.95%"
"03/19/2024","129.40","129.40","129.40","129.40","","-0.27%"
"03/20/2024","128.90","128.90","128.90","128.90","","-0.39%"
"03/21/2024","128.25","128.25","128.25","128.25","","-0.50%"
"03/22/2024","127.70","127.70","127.70","127.70","","-0.43%"
"03/25/2024","128.95","128.95","128.95","128.95","","0.98%"
"03/26/2024","128.90","128.90","128.90","128.90","","-0.04%"
"03/27/2024","129.00","129.00","129.00","129.00","","0.08%"
"03/28/2024","129.10","129.10","129.10","129.10","","0.08%"
"04/01/2024","132.00","132.00","132.00","132.00","","2.25%"
"04/02/2024","132.25","132.25","132.25","132.25","0.04K","0.19%"
"04/03/2024","129.65","129.65","129.65","129.65","0.01K","-1.97%"
"04/04/2024","128.20","128.20","128.20","128.20","0.02K","-1.12%"
"04/05/2024","129.10","129.10","129.10","129.10","0.02K","0.70%"
"04/08/2024","128.20","128.20","128.20","128.20","0.03K","-0.70%"
"04/09/2024","127.75","127.00","127.00","127.00","0.03K","-0.35%"
"04/10/2024","128.00","128.00","128.00","128.00","0.07K","0.20%"
"04/11/2024","128.75","128.75","128.75","128.75","0.02K","0.59%"
"04/12/2024","129.25","129.25","129.25","129.25","0.01K","0.39%"
"04/15/2024","129.75","129.75","129.75","129.75","","0.39%"
"04/16/2024","129.25","130.00","130.00","130.00","0.04K","-0.39%"
"04/17/2024","129.60","129.60","129.60","129.60","","0.27%"
"04/18/2024","129.60","129.60","129.60","129.60","0.02K","0.00%"
"04/19/2024","130.60","130.60","130.60","130.60","","0.77%"
"04/22/2024","129.50","129.50","129.50","129.50","","-0.84%"
"04/23/2024","129.75","129.75","129.75","129.75","","0.19%"
"04/24/2024","129.00","129.00","129.00","129.00","","-0.58%"
"04/25/2024","129.25","129.25","129.25","129.25","","0.19%"
"04/26/2024","129.75","129.75","129.75","129.75","","0.39%"
"04/29/2024","137.40","136.75","136.75","136.75","0.05K","5.90%"
"04/30/2024","142.25","142.25","142.25","142.25","0.01K","3.53%"
"05/01/2024","147.00","151.65","151.65","151.65","0.00K","3.34%"
"05/02/2024","147.75","147.75","147.75","147.75","0.02K","0.51%"
"05/03/2024","145.15","145.15","145.15","145.15","","-1.76%"
"05/06/2024","145.30","145.30","145.30","145.30","","0.10%"
"05/07/2024","146.40","146.40","146.40","146.40","0.04K","0.76%"
"05/08/2024","145.25","145.25","145.25","145.25","","-0.79%"
"05/09/2024","144.95","144.95","144.95","144.95","0.09K","-0.21%"
"05/10/2024","144.40","144.40","144.40","144.40","","-0.38%"
"05/13/2024","142.10","142.10","142.10","142.10","","-1.59%"
"05/14/2024","142.65","142.65","142.65","142.65","","0.39%"
"05/15/2024","143.00","143.00","143.00","143.00","","0.25%"
"05/16/2024","143.50","143.50","143.50","143.50","","0.35%"
"05/17/2024","141.50","141.50","141.50","141.50","","-1.39%"
"05/20/2024","141.00","141.00","141.00","141.00","","-0.35%"
"05/21/2024","142.05","142.05","142.05","142.05","0.01K","0.74%"
"05/22/2024","142.40","142.40","142.40","142.40","","0.25%"
"05/23/2024","142.75","142.75","142.75","142.75","","0.25%"
"05/24/2024","142.80","142.80","142.80","142.80","","0.04%"
"05/27/2024","142.80","142.80","142.80","142.80","","0.00%"
"05/28/2024","142.40","142.40","142.40","142.40","","-0.28%"
"05/29/2024","142.40","142.40","142.40","142.40","","0.00%"
"05/30/2024","142.40","142.40","142.40","142.40","","0.00%"
"05/31/2024","142.40","142.40","142.40","142.40","","0.00%"
"06/03/2024","140.20","139.00","140.75","138.75","0.14K","-1.54%"
"06/04/2024","137.95","137.95","137.95","137.95","","-1.60%"
"06/05/2024","136.00","136.00","136.00","136.00","0.01K","-1.41%"
"06/06/2024","134.35","134.35","134.35","134.35","0.01K","-1.21%"
"06/07/2024","131.45","131.00","131.00","131.00","0.01K","-2.16%"
"06/10/2024","131.85","131.85","131.85","131.85","0.01K","0.30%"
"06/11/2024","131.25","131.25","131.25","131.25","","-0.46%"
"06/12/2024","132.95","132.95","132.95","132.95","","1.30%"
"06/13/2024","134.70","134.70","134.70","134.70","","1.32%"
"06/14/2024","133.15","133.15","133.15","133.15","","-1.15%"
"06/17/2024","133.90","133.90","133.90","133.90","","0.56%"
"06/18/2024","133.90","133.90","133.90","133.90","","0.00%"
"06/19/2024","134.10","134.10","134.10","134.10","","0.15%"
